"latitud","longitud"
41.37545,2.15654
41.40319,2.15855
41.39925,2.15842
41.40065,2.20407
41.3999,2.20653
41.37597,2.16613
41.38502,2.13058
41.41013,2.17583
41.39529,2.19387
41.3779,2.11991
41.402599,2.20701
41.4026,2.20701
41.402599,2.20701
41.402599,2.20701
41.38985,2.1447
41.37731,2.16288
41.40448,2.17588
41.39341,2.16046
41.41057,2.17596
41.40383,2.17024
41.40385,2.19869
41.37729,2.1629
41.37741,2.11936
41.40559,2.16213
41.38098,2.13108
41.40532,2.16173
41.38508,2.15527
41.38954,2.17131
41.39178,2.17826
41.37848,2.15456
41.3838,2.15663
41.40175,2.19831
41.38444,2.17191
41.38171,2.18687
41.399837,2.175404
41.39801,2.17056
41.39801,2.17056
41.38088,2.13948
41.39986,2.16377
41.39801,2.17056
41.40562,2.16212
41.38753,2.14204
41.38924,2.20005
41.38694,2.14976
41.3898,2.17366
41.418831,2.157363
41.37842,2.12354
41.39798,2.16628
41.40737,2.17398
41.39451,2.14578
41.40009,2.20063
41.42353,2.17773
41.39409,2.17159
41.38887,2.16899
41.38617,2.16704
41.38621,2.16692
41.39199,2.17862
41.39872,2.15848
41.40917,2.20251
41.38882,2.15557
41.39892,2.17683
41.39264,2.18946
41.39008,2.15922
41.39014,2.17178
41.39084,2.14219
41.38044,2.17302
41.39233,2.18002
41.40856,2.1593
41.37206,2.16098
41.39089,2.16565
41.38989,2.16195
41.39125,2.16391
41.37579,2.13764
41.38929,2.17052
41.37308,2.16756
41.37308,2.16756
41.40246,2.16584
41.38513,2.18017
41.37308,2.16756
41.37939,2.16057
41.37913,2.16131
41.38412,2.12645
41.40074,2.1752
41.3736,2.15746
41.41036,2.15513
41.410198,2.17479
41.3706,2.14315
41.39459,2.15549
41.38792,2.15224
41.38668,2.13099
41.38441,2.13102
41.39945,2.19996
41.40158,2.15064
41.38984,2.17077
41.41087,2.19021
41.40717,2.19556
41.40463,2.17154
41.38771,2.16493
41.39418,2.19319
41.38127,2.15475
41.38019,2.1797
41.39288,2.15321
41.38176,2.16496
41.39116,2.19251
41.37525,2.15091
41.40048,2.17349
41.37104,2.15004
41.37366,2.16613
41.37905,2.16101
41.40543,2.14891
41.37923,2.17451
41.38023,2.17564
41.4042,2.15281
41.38085,2.14868
41.38532,2.16172
41.38531,2.16175
41.38334,2.16029
41.38447,2.16068
41.38642,2.17565
41.38427,2.16275
41.38089,2.18879
41.41012,2.1759
41.39176,2.16271
41.3904,2.15258
41.38314,2.13606
41.40425,2.16417
41.38055,2.1484
41.39223,2.15559
41.4045,2.16631
41.40045,2.15465
41.37268,2.17236
41.37952,2.18011
41.40581,2.16644
41.3941,2.14707
41.3941,2.14707
41.38078,2.1458
41.38061,2.15821
41.41851,2.1737
41.37209,2.1706
41.39732,2.20693
41.40472,2.159
41.39204,2.16731
41.372414,2.166215
41.37588,2.12195
41.37104,2.14462
41.40153,2.17785
41.40331,2.21025
41.40735,2.2047
41.39481,2.20087
41.3822,2.16865
41.40547,2.16146
41.40504,2.20344
41.39864,2.16183
41.37565,2.15801
41.40111,2.13598
41.4024,2.15673
41.39984,2.20692
41.39673,2.18323
41.39582,2.12866
41.39211,2.13012
41.37627,2.15427
41.39095,2.17448
41.39764,2.16064
41.39976,2.16719
41.40867,2.15379
41.371922,2.134926
41.41472,2.10531
41.39259,2.17468
41.40747,2.16409
41.42196,2.14802
41.38438,2.16047
41.38474,2.14805
41.39782,2.17366
41.40467,2.13722
41.39578,2.18131
41.40065,2.16246
41.40019,2.15873
41.40716,2.15698
41.40801,2.20229
41.3804244995117,2.1753830909729
41.38991,2.15957
41.40063,2.15346
41.39267,2.18945
41.39997,2.16552
41.394997,2.17648
41.41591,2.1618
41.38974,2.18011
41.39161,2.19535
41.37583,2.16629
41.4047,2.13909
41.37314,2.15698
41.40298,2.15096
41.40457,2.17215
41.40598,2.16405
41.38792,2.15224
41.39104,2.17628
41.38954,2.15831
41.38444,2.1322
41.40965,2.15093
41.37874,2.16672
41.39216,2.19297
41.40702,2.18433
41.40667,2.16647
41.395248,2.171321
41.41005,2.13958
41.41,2.13921
41.4121,2.14045
41.42379,2.17477
41.38475,2.16058
41.38019,2.14944
41.40306,2.16368
41.40186,2.14937
41.39797,2.16273
41.37564,2.15454
41.39523,2.16921
41.40379,2.17305
41.377499,2.16181
41.377499,2.16181
41.377499,2.16181
41.377499,2.16181
41.377499,2.16181
41.40089,2.16752
41.38695,2.15949
41.37071,2.1597
41.40631,2.14085
41.40214,2.19807
41.39196,2.17377
41.3963,2.16855
41.39498,2.1704
41.38549,2.17273
41.39835,2.14644
41.406055,2.199163
41.40927,2.17599
41.3941,2.14707
41.39652,2.16969
41.3940991,2.1470664
41.37762,2.12321
41.393921,2.164423
41.37998,2.16062
41.38946,2.1764
41.40907,2.17311
41.39152,2.17506
41.38527,2.16086
41.39037,2.17594
41.38178,2.15083
41.38379,2.17817
41.38559,2.18567
41.377499,2.16181
41.377499,2.16181
41.37746,2.16181
41.38522,2.17785
41.38339,2.15713
41.40471,2.16196
41.38099,2.15564
41.401634,2.152177
41.3793,2.15551
41.38074,2.17742
41.40047,2.15994
41.41225,2.15578
41.39328,2.18207
41.38934,2.17492
41.40028,2.16253
41.39128,2.18493
41.39621,2.18165
41.37451,2.17471
41.38642,2.17565
41.39599,2.16941
41.39704,2.1805
41.37427,2.13015
41.40305,2.14299
41.40521,2.2082
41.3974,2.16964
41.3963,2.16855
41.40527,2.15837
41.3977068,2.1814678
41.40146,2.16046
41.40605,2.17743
41.40739,2.15211
41.37983,2.15282
41.40971,2.17392
41.39669,2.20285
41.39137,2.19628
41.39876,2.1856
41.40574,2.14734
41.4037,2.17672
41.40874,2.18644
41.40984,2.1574
41.37937,2.15386
41.40738,2.15978
41.40134,2.16109
41.3739,2.16347
41.39699,2.16768
41.39779,2.15904
41.3773,2.16334
41.39779,2.15904
41.39779,2.15904
41.39876,2.18057
41.37411,2.13081
41.37249,2.16603
41.39779,2.15904
41.39779,2.15904
41.40562,2.15926
41.39779,2.15904
41.38302,2.13505
41.40348,2.1777
41.3854,2.15591
41.40166,2.1585
41.38496,2.14292
41.40562,2.16212
41.38644,2.152469
41.38103,2.15984
41.39716,2.16208
41.39445,2.17767
41.37193,2.1674
41.40191,2.14935
41.409,2.17913
41.37245,2.16696
41.3664,2.13508
41.39264,2.16305
41.40322,2.19736
41.39264,2.16305
41.40061,2.16032
41.39017,2.17577
41.39106,2.17258
41.40767,2.1699
41.38776,2.15221
41.41357,2.2164
41.35301,2.14827
41.40491,2.16576
41.40126,2.16285
41.41565,2.20101
41.38103,2.15657
41.3812861485933,2.16219567305375
41.38319,2.13525
41.3754,2.13766
41.38079,2.14995
41.37909,2.15582
41.40215,2.20084
41.40015,2.19997
41.41471,2.14458
41.40272,2.16647
41.38776,2.15221
41.40941,2.15715
41.38891,2.165
41.39801,2.15446
41.38144,2.1827
41.38144,2.1827
41.38144,2.1827
41.38144,2.1827
41.38144,2.1827
41.38152,2.18255
41.40287,2.179877
41.41813,2.14071
41.38388,2.16105
41.39079,2.16379
41.4066,2.17642
41.40341,2.16475
41.37371,2.13434
41.39602,2.17023
41.40777,2.17934
41.40838,2.1681
41.38669,2.1515
41.37219,2.13244
41.37267,2.13394
41.36775,2.13432
41.41136,2.17834
41.37695,2.13421
41.38868,2.17508
41.4018482630486,2.17977867126604
41.39213,2.17432
41.39603,2.14449
41.41507,2.18391
41.40191,2.14935
41.41252,2.18012
41.4031,2.16448
41.38452,2.13258
41.4088,2.16706
41.40619,2.1886
41.42007,2.14931
41.38654,2.17574
41.4052124023438,2.17583703994751
41.3945701,2.17242220000003
41.40787,2.17226
41.39871,2.20255
41.39196,2.17377
41.39196,2.17377
41.41014,2.17507
41.4063772639578,2.15709405927658
41.42373,2.20177
41.39178,2.15967
41.37645,2.18805
41.39359,2.1784
41.40272,2.21174
41.39544,2.16139
41.40624,2.18133
41.37711,2.15812
41.41006,2.17691
41.4089,2.17505
41.41111,2.17684
41.40907,2.1769
41.41118,2.17694
41.41035,2.17858
41.40903,2.17657
41.38484,2.15776
41.36507,2.13674
41.37336,2.1647
41.40432,2.1592
41.39799,2.16903
41.39159,2.16587
41.3824,2.12919
41.39153,2.16138
41.39086,2.16288
41.37179,2.16581
41.39263,2.17173
41.38245,2.15359
41.39738,2.15908
41.37554,2.13274
41.38429,2.13947
41.38201,2.13785
41.3906782038932,2.16425998938663
41.40737,2.16363
41.40413,2.20086
41.37289,2.14505
41.39731,2.16966
41.38831,2.17499
41.39026,2.15748
41.40422,2.17308
41.40287,2.16817
41.41069,2.16243
41.40327,2.18065
41.39426,2.17114
41.40569,2.17209
41.38778,2.18172
41.40249,2.17402
41.39479,2.17462
41.43884,2.18346
41.38259,2.1621
41.39162,2.18062
41.40969,2.1608
41.39968,2.15637
41.39644,2.19862
41.39881,2.15654
41.40972,2.15021
41.40716,2.17578
41.40582,2.18323
41.43017,2.18156
41.37283,2.16447
41.37239,2.13564
41.3704,2.14168
41.39815,2.20009
41.38963,2.16778
41.37639,2.1659
41.38458,2.1741
41.3863,2.17423
41.38931,2.20012
41.40628,2.17446
41.39517,2.18172
41.37726,2.1392
41.41123,2.15635
41.39001,2.17592
41.38945,2.1763
41.38995,2.17772
41.3856163024902,2.14046788215637
41.38817,2.15868
41.38854,2.15979
41.38972,2.17838
41.40068,2.12143
41.39669,2.16974
41.3975,2.16829
41.37666,2.13833
41.3822,2.1831
41.39519,2.16735
41.39883,2.20656
41.37508,2.12525
41.40143,2.15934
41.40137,2.17277
41.37076,2.13929
41.39161,2.19438
41.3909,2.16272
41.38531,2.16942
41.39583,2.15517
41.4010639,2.1589343
41.40184,2.15619
41.40866,2.16944
41.40162,2.16979
41.38003,2.15302
41.38348,2.13119
41.38668,2.1618
41.4082,2.17461
41.3954,2.16424
41.3769,2.14758
41.39068,2.16504
41.40976,2.17487
41.38843,2.16954
41.39562,2.16348
41.39823,2.15961
41.38421,2.13856
41.38384,2.16383
41.39093,2.19931
41.40944,2.18267
41.40213,2.16996
41.40552,2.14965
41.39687,2.15468
41.39194,2.19235
41.41011,2.1689
41.39985,2.15531
41.3896,2.16194
41.38148,2.18248
41.39288,2.1792
41.38621,2.13687
41.39879,2.15634
41.37372,2.14211
41.39675,2.16695
41.37581,2.14344
41.37355,2.16559
41.3895416259766,2.17672610282898
41.38381,2.13226
41.38486,2.17813
41.38163,2.13679
41.40442,2.15311
41.39264,2.1588
41.41948,2.15069
41.4111,2.1609
41.41271,2.14943
41.39334,2.17119
41.38099,2.18431
41.38249,2.17553
41.40001,2.18416
41.388,2.17219
41.38352,2.1589
41.387375,2.1627591
41.37446,2.16555
41.40845,2.20488
41.40562,2.15765
41.41033,2.15547
41.40307,2.15497
41.37657,2.16149
41.38144,2.18245
41.38962,2.15582
41.3724,2.16707
41.37796,2.19016
41.37618,2.16367
41.37654,2.16337
41.40012,2.20501
41.393211,2.153144
41.40548,2.1619
41.39923,2.20142
41.40456,2.17413
41.40191,2.13365
41.3773720082989,2.15277206954002
41.40708,2.17452
41.37787,2.1234
41.38477,2.17718
41.39281,2.16564
41.4002,2.16175
41.37383,2.16931
41.38931,2.17673
41.39727,2.17486
41.40388,2.20103
41.4076,2.18155
41.39047,2.16981
41.37404,2.1671
41.39017,2.17343
41.39728,2.10783
41.39721,2.17491
41.39927,2.15991
41.39381,2.15783
41.3726,2.15429
41.38593,2.16712
41.37242,2.16339
41.38898,2.15727
41.39351,2.17831
41.39377,2.18068
41.37834,2.18987
41.39352,2.16603
41.39122,2.17387
41.3815,2.15905
41.38551,2.14805
41.38843,2.16954
41.3970608047531,2.12182223501263
41.40855,2.16888
41.40764,2.17033
41.40113,2.17355
41.41207,2.15325
41.3846,2.17163
41.38738,2.16055
41.402,2.17637
41.40073,2.13917
41.3852,2.16231
41.39704,2.16838
41.37196,2.16278
41.39587,2.17147
41.37721,2.16429
41.39142,2.17049
41.38538,2.17284
41.38915,2.15806
41.38373,2.18046
41.37314,2.16053
41.38467,2.18622
41.38891,2.16991
41.37359,2.15675
41.38919,2.16612
41.39289,2.18662
41.37768,2.16399
41.39936,2.17847
41.39863,2.16157
41.40487,2.15676
41.37343,2.17585
41.37646,2.16662
41.40582,2.17556
41.41215,2.15342
41.39347,2.18836
41.3876,2.1589
41.38788,2.17064
41.40229,2.17189
41.39905,2.16278
41.400589,2.201649
41.37592,2.14618
41.38488,2.15479
41.42391,2.1915
41.39287,2.19411
41.37281,2.14737
41.40062,2.17294
41.40177,2.14544
41.37315,2.15664
41.4081,2.14303
41.38723,2.15631
41.39298,2.13129
41.37391,2.13032
41.3894,2.1717
41.38047,2.15914
41.395,2.14928
41.40415,2.17249
41.38035,2.17228
41.39708,2.17763
41.40702,2.17977
41.38792,2.15233
41.37624,2.16353
41.39481,2.20087
41.40561,2.14714
41.409,2.1481
41.40417,2.1406
41.39225,2.162549
41.40706,2.15446
41.4056,2.14319
41.38936,2.15902
41.39894,2.172
41.37954,2.166
41.40216,2.16281
41.37788,2.16647
41.40903,2.1711
41.37653,2.16178
41.4015,2.17693
41.3934,2.18086
41.39764,2.20157
41.40134,2.17676
41.40135,2.17685
41.37957,2.1364
41.3956,2.18112
41.38491,2.13275
41.37731,2.16142
41.3809,2.15051
41.411171,2.176621
41.39284,2.16576
41.37828,2.16061
41.3809,2.15051
41.41603,2.17882
41.39106,2.16045
41.39707,2.20039
41.39043,2.17522
41.37626,2.13275
41.39488,2.16681
41.40323,2.1734
41.41458,2.18651
41.39617,2.15747
41.37217,2.16382
41.40098,2.154
41.39346,2.17117
41.37106,2.16746
41.37418,2.13818
41.39465,2.17373
41.37483,2.16652
41.40128,2.1606
41.37116,2.13925
41.39206,2.15639
41.3923,2.1702
41.37185,2.16524
41.37968,2.16844
41.38277,2.16729
41.382889,2.129418
41.3809,2.16267
41.39545,2.14369
41.38076,2.16171
41.40391,2.1747
41.4411164645761,2.1883782865254
41.42022,2.21109
41.4055,2.19796
41.37252,2.15553
41.3735979266151,2.13222791227819
41.41399,2.16018
41.40352,2.21065
41.39371,2.15008
41.37439,2.16014
41.41832,2.18827
41.38532,2.16562
41.41202,2.17711
41.37556,2.16645
41.39002,2.17712
41.38861,2.17907
41.41027,2.20901
41.39363,2.13202
41.3885,2.15608
41.39439,2.15487
41.3739,2.17074
41.39454,2.14912
41.40849,2.1721
41.39234,2.16423
41.39012,2.17728
41.39002,2.17712
41.40094,2.20511
41.39098,2.17058
41.39256,2.16457
41.42237,2.16207
41.37862,2.16141
41.40034,2.15985
41.39932,2.19699
41.39941,2.19677
41.43487,2.17144
41.40411,2.16295
41.39015,2.17563
41.38541,2.16737
41.40025,2.16663
41.40067,2.16412
41.38122,2.16234
41.40218,2.20839
41.40331,2.17478
41.38684,2.1615
41.37378,2.13667
41.40277,2.13268
41.37642,2.19006
41.39921,2.16158
41.39862,2.16153
41.37514,2.13385
41.38257,2.1351
41.41251,2.1375
41.37918,2.19092
41.39419,2.16156
41.3986,2.17471
41.43346,2.20434
41.40141,2.15228
41.389439,2.174063
41.37226,2.1664
41.37172,2.14623
41.37984,2.16521
41.39805,2.16447
41.37395,2.16703
41.39704,2.16257
41.39146,2.15542
41.38243,2.18925
41.39963,2.14019
41.39378,2.15834
41.4035195998835,2.13590830743984
41.41584,2.21785
41.40225,2.17057
41.39639,2.16565
41.39196,2.19059
41.4073,2.17424
41.37455,2.16124
41.38948,2.1581
41.39519,2.18103
41.4150441,2.21285
41.39929,2.1546
41.39345,2.1522
41.40589,2.19415
41.39487,2.15801
41.39129,2.15531
41.39896,2.17357
41.37573,2.1643
41.37485,2.16265
41.39196,2.17373
41.39729,2.1557
41.38532,2.16231
41.40408,2.19663
41.37258,2.16656
41.41797,2.16983
41.40377,2.20364
41.41775,2.20076
41.39479,2.15408
41.40844,2.16544
41.39205,2.15006
41.4038,2.15599
41.38604,2.16648
41.40061,2.20938
41.3865,2.17445
41.41921,2.17633
41.38251,2.16178
41.382933,2.175467
41.381199,2.16166
41.395858,2.1633096
41.42177,2.20339
41.40191,2.14581
41.37438,2.16396
41.3963,2.16479
41.40082,2.15955
41.40796,2.17945
41.38677,2.16015
41.38625,2.16023
41.38482,2.16199
41.38642,2.16195
41.385,2.16059
41.38824,2.16378
41.40547,2.18146
41.39288,2.15162
41.39207,2.17156
41.39186,2.1715
41.39249,2.17202
41.39709,2.16962
41.37144,2.16181
41.38878,2.16283
41.37447,2.1276
41.4024,2.17192
41.37413,2.15844
41.40637,2.17444
41.38141,2.19176
41.39015,2.17552
41.4066,2.17459
41.40743,2.17423
41.4066,2.17459
41.39407,2.17133
41.39223,2.17017
41.39325,2.1706
41.39275,2.17133
41.39424,2.17023
41.4052,2.16183
41.39236,2.1712
41.39236,2.17143
41.39963,2.17392
41.3844,2.18229
41.40809,2.18491
41.37357,2.16402
41.37003,2.14948
41.4110047936999,2.15553642634087
41.37989,2.16974
41.37875,2.12467
41.3767,2.15107
41.38799,2.1608
41.37397,2.16742
41.37734,2.16273
41.37734,2.16273
41.37734,2.16273
41.39151,2.19992
41.39803,2.14792
41.38294,2.18575
41.39779,2.17419
41.37387,2.16647
41.39163,2.15664
41.42155,2.20317
41.40208,2.15737
41.37731,2.15819
41.39515,2.16415
41.3790855407715,2.18827104568481
41.37297,2.16079
41.39473,2.16369
41.37054,2.14615
41.40617,2.1728
41.3786,2.15
41.39384,2.17484
41.383,2.18375
41.38611,2.15982
41.39874,2.175
41.40889,2.15763
41.40105,2.16008
41.40053,2.19454
41.40163,2.17048
41.37926,2.17702
41.43776,2.18669
41.40347,2.13643
41.405449,2.175884
41.40251,2.16859
41.38107,2.14188
41.37456,2.16687
41.39485,2.15324
41.38776,2.15221
41.37338,2.16462
41.38636,2.15513
41.3838,2.16997
41.41728,2.19651
41.38537,2.13581
41.39515,2.18682
41.3797,2.16173
41.37652,2.11416
41.38184,2.16046
41.37227,2.14657
41.39715,2.14577
41.40419,2.1178
41.39828,2.15061
41.4046,2.17469
41.37736,2.14988
41.37346,2.16772
41.41752,2.17004
41.39722,2.1748
41.39684,2.17529
41.39896,2.20761
41.38347,2.16266
41.40242,2.17221
41.39154,2.17521
41.40277,2.15862
41.40662,2.17074
41.41169,2.17721
41.38379,2.16845
41.37187,2.1351
41.40055,2.16056
41.38219,2.14734
41.38068,2.17502
41.37963,2.12789
41.37944,2.1265
41.37225,2.14614
41.38693,2.17916
41.40135,2.17605
41.39759,2.18405
41.37239,2.14876
41.37015,2.14715
41.37898,2.15552
41.39264,2.17332
41.40452,2.1786
41.39068,2.16571
41.38891,2.16086
41.39496,2.17163
41.39287,2.17587
41.37954,2.15089
41.40893,2.1727
41.4023,2.17181
41.40875,2.14848
41.39617,2.18315
41.37892,2.17407
41.40599,2.1605
41.38715,2.17021
41.39267,2.18632
41.42693,2.17847
41.42662,2.17842
41.37428,2.17014
41.37072,2.16264
41.38128,2.1594
41.3843,2.16255
41.37956,2.17431
41.38924,2.16325
41.38833,2.17489
41.41132,2.18168
41.38576,2.1473
41.3847745,2.1832725
41.40109,2.16401
41.38143,2.165
41.41864,2.17337
41.40378,2.14242
41.37483,2.17504
41.40808,2.17097
41.39346,2.17882
41.38925,2.19557
41.38871,2.17348
41.41135,2.22192
41.38338,2.1666
41.40469,2.162
41.37231,2.16638
41.39442,2.14575
41.40608,2.17166
41.41232,2.19899
41.3742,2.16904
41.39264,2.16305
41.40394,2.17105
41.40444,2.17247
41.41136,2.17618
41.37658,2.15578
41.40056,2.15421
41.40404,2.15619
41.37876,2.1786
41.4132,2.15627
41.39825,2.19573
41.37898,2.16443
41.38329,2.14458
41.38337,2.17737
41.39752,2.17165
41.38884,2.17754
41.41437,2.14656
41.38667,2.16701
41.39838,2.17143
41.38253,2.15805
41.39805,2.17093
41.38226,2.1617
41.385,2.15795
41.40245,2.16892
41.39842,2.1713
41.39837,2.17143
41.3981,2.17084
41.38616,2.16718
41.39851,2.17139
41.39846,2.17152
41.378,2.12506
41.38167,2.16197
41.37347,2.15981
41.39381,2.12998
41.39347,2.16188
41.3722,2.16265
41.39848,2.17148
41.37375,2.168
41.37641,2.17388
41.39744,2.15716
41.40142,2.17702
41.39744,2.15716
41.39744,2.15716
41.39744,2.15716
41.43177,2.17156
41.38587,2.16652
41.39028,2.1747
41.39006,2.17308
41.39833,2.17082
41.39833,2.17082
41.39857,2.17238
41.41336,2.20847
41.39732,2.16448
41.3778,2.17361
41.41625,2.16001
41.39128,2.17357
41.38768,2.17428
41.41795,2.21211
41.39589,2.16008
41.41166,2.12576
41.41237,2.12652
41.39695,2.17151
41.37082,2.14892
41.41737,2.21732
41.40531,2.14917
41.39181,2.19253
41.39203,2.17
41.40862,2.17339
41.38483,2.13261
41.41545,2.145
41.41041,2.14479
41.39849,2.20378
41.41746,2.19394
41.38869,2.17009
41.37966,2.15146
41.41605,2.15831
41.40079,2.18061
41.40089,2.20629
41.39356,2.17708
41.40157,2.18221
41.43417,2.16982
41.39744,2.16825
41.4016,2.18235
41.40157,2.18221
41.4016,2.18235
41.39658,2.19273
41.4016,2.18235
41.4016,2.18235
41.40644,2.17557
41.3761,2.16522
41.40975,2.17946
41.3801,2.16034
41.37226,2.15974
41.38494,2.16554
41.39812,2.17524
41.38909,2.17514
41.3851,2.12925
41.4068042,2.1838389
41.40289,2.17186
41.38262,2.14582
41.38328,2.16084
41.3928,2.15464
